post_id,user_id,nickname,book_id,content,published_at,view_count,like_count,comment_count,repost_count,is_book_related,writing_style,content_length
500109,20455,cozy_maple,1145,"first i wasnt sure about the setup, then two isolated teenagers form a relationship during one difficult school year and i couldnt stop reading after",2024-01-14T16:58:08.655Z,17460,2249,140,124,1,imperfect,medium
500110,20051,lunar_beacon,1155,"The story starts from a situation where a clever spider writes messages to save a beloved pig from slaughter. That sounds straightforward, but the final decision kept making it messier.",2025-08-10T22:32:32.226Z,1335,215,160,20,1,casual,medium
500111,20517,calm_otter,1145,ngl the fact that two isolated teenagers form a relationship during one difficult school year had me stressed from the jump 💀,2024-11-16T10:29:14.257Z,30959,775,243,97,1,slang,medium
500112,20220,silver_falcon,1290,This was most persuasive when it stayed specific about the claim that central economic planning is criticized as a threat to individual and political freedom. The wider conclusion deserved stronger limits.,2024-09-11T21:42:06.840Z,6926,888,321,109,1,polished,medium
500113,20051,lunar_beacon,1160,The most effective scenes begin with the fact that a lonely orphan discovers a hidden garden and helps restore a household's hope and then refuse to explain every emotion. The uncertainty made the payoff stronger. Did anyone else read that decision as fear rather than courage?,2025-09-10T19:39:12.311Z,34162,507,274,78,1,polished,medium
500114,20703,sleepy_quill,1207,"I kept stopping to compare this idea with my own experience: ancient-style parables teach saving, debt control, and gradual wealth building. The tension felt earned instead of manufactured. The examples were useful, but do they apply outside the cases chosen?",2026-06-27T05:49:42.283Z,12027,2684,119,45,1,casual,medium
500115,20398,happy_juniper,1047,"I knew precious Ramotswe opens Botswana's first female-run detective agency and solves local problems, but I still was not ready for the consequences.",2025-04-03T11:25:40.694Z,1098,37,29,5,1,short,medium
500116,20287,sunny_finch,1296,"ngl my headphones dying at the gym kinda ruined the vibe. not the plan, but at least it was funny",2025-02-11T23:45:43.812Z,5382,429,223,44,0,slang,short
500117,20141,happy_crane,1037,Still thinking about this setup: a woman who loses her memory each night begins doubting the person who explains her past.,2025-11-16T04:09:50.989Z,16033,2156,229,12,1,short,medium
500118,20719,golden_raven,1345,this describe how a series of talks presents a reasoned introduction to shared Christian beliefs and ethics and some part is hard to read but important,2025-11-05T11:56:05.950Z,39684,7707,132,129,1,imperfect,medium
500119,20243,lively_fern,1183,The central claim—entrepreneurs are encouraged to test assumptions quickly through experiments and customer feedback—is easy to remember and useful for discussion. Its value depends on how carefully readers test the assumptions.,2026-06-16T21:12:28.153Z,35925,10287,52,86,1,polished,medium
500120,20769,sunny_river,1110,A brief life update: the elevator getting stuck for two minutes tested my patience and eventually made me laugh. No advice needed; I just had to tell someone.,2025-07-11T01:40:00.300Z,18246,2205,322,160,0,polished,medium
500121,20207,hidden_falcon,1166,That whole situation—an angry child sails to an island of monsters and learns what home means—was a lot.,2026-03-28T06:24:15.643Z,16713,4764,239,70,1,short,short
500122,20110,hidden_comet,1005,i had to reread few page after a gifted young mage must confront the shadow released by his own pride because the final decision was confusing,2026-02-28T08:41:31.846Z,3992,1190,341,67,1,imperfect,medium
500123,20189,sleepy_ember,1168,"I was most interested in how the consequences developed after a disobedient young rabbit enters a farmer's garden and narrowly escapes danger. The conflict remained convincing because nobody had a completely safe choice. I understood the point, but the execution still felt uneven.",2026-07-05T00:54:10.178Z,25014,2460,115,83,1,polished,medium
500124,20368,indigo_heron,1202,"This was strongest when it stayed close to the idea that investors are taught to study company quality, management, and long-term growth potential. the practical advice became less convincing when the claims broadened.",2025-12-28T01:24:36.241Z,20408,6721,331,26,1,casual,medium
500125,20460,gentle_maple,1093,"Somewhere around the point when a Black woman in the American South finds voice and independence through letters and relationships, I became way too invested. The explanation was repeated without becoming clearer.",2024-11-03T07:33:43.825Z,12051,3870,432,75,1,casual,medium
500126,20108,golden_comet,1052,ngl the fact that private investigator Cormoran Strike examines the suspicious death of a famous model had me stressed from the jump 🤯,2025-12-29T03:26:11.709Z,16833,428,292,2,1,slang,medium
500127,20693,lively_quill,1215,i was not expect the explanation that deep absorption in challenging activities is explored as a source of satisfaction and growth to be useful. some conclusion is too easy tho,2025-12-12T04:27:32.024Z,28728,3967,230,47,1,imperfect,medium
500128,20778,cozy_robin,1175,a meeting that should have been an email was happen today and honestly i just wanted go home after,2025-03-07T11:26:48.659Z,6526,1533,133,136,0,imperfect,short
500129,20426,daring_lantern,1135,"I admired the patience given to the final decision after a beautiful young man remains unchanged while his portrait records his corruption, even when the pacing became uneven. The result was frustrating in a productive way.",2025-09-22T09:56:33.471Z,13986,2088,325,5,1,polished,medium
500130,20246,misty_fern,1068,"I knew a photographer and an Iowa homemaker share a brief relationship that reshapes their lives, but I still was not ready for the consequences.",2024-09-28T07:35:02.702Z,5484,1787,249,153,1,short,medium
